Date,Hour,Toronto
2012/09/24,18,6147
2012/09/24,19,6331
2012/09/24,20,6364
2012/09/24,21,6053
2012/09/24,22,5585
2012/09/24,23,5081
2012/09/24,24,4699
2012/09/25,1,4472
2012/09/25,2,4316
2012/09/25,3,4268
2012/09/25,4,4302
2012/09/25,5,4509
2012/09/25,6,5058
2012/09/25,7,5670
2012/09/25,8,5915
2012/09/25,9,6099
2012/09/25,10,6250
2012/09/25,11,6366
2012/09/25,12,6385
2012/09/25,13,6453
2012/09/25,14,6445
2012/09/25,15,6445
2012/09/25,16,6432
2012/09/25,17,6364
2012/09/25,18,6270
2012/09/25,19,6441
2012/09/25,20,6374
2012/09/25,21,6074
2012/09/25,22,5636
2012/09/25,23,5081
2012/09/25,24,4728
2012/09/26,1,4501
2012/09/26,2,4349
2012/09/26,3,4299
2012/09/26,4,4320
2012/09/26,5,4510
2012/09/26,6,5075
2012/09/26,7,5654
2012/09/26,8,5908
2012/09/26,9,6124
2012/09/26,10,6301
2012/09/26,11,6410
2012/09/26,12,6382
2012/09/26,13,6359
2012/09/26,14,6317
2012/09/26,15,6312
2012/09/26,16,6336
2012/09/26,17,6309
2012/09/26,18,6201
2012/09/26,19,6369
2012/09/26,20,6336
2012/09/26,21,6053
2012/09/26,22,5643
2012/09/26,23,5051
2012/09/26,24,4655
2012/09/27,1,4429
2012/09/27,2,4292
2012/09/27,3,4229
2012/09/27,4,4247
2012/09/27,5,4463
2012/09/27,6,5032
2012/09/27,7,5618
2012/09/27,8,5844
2012/09/27,9,5996
2012/09/27,10,6096
2012/09/27,11,6235
2012/09/27,12,6248
2012/09/27,13,6266
2012/09/27,14,6237
2012/09/27,15,6227
2012/09/27,16,6217
2012/09/27,17,6143
2012/09/27,18,6059
2012/09/27,19,6259
2012/09/27,20,6249
2012/09/27,21,5960
2012/09/27,22,5509
2012/09/27,23,5010
2012/09/27,24,4614
2012/09/28,1,4369
2012/09/28,2,4234
2012/09/28,3,4169
2012/09/28,4,4182
2012/09/28,5,4385
2012/09/28,6,4928
2012/09/28,7,5508
2012/09/28,8,5759
2012/09/28,9,5926
2012/09/28,10,6078
2012/09/28,11,6190
2012/09/28,12,6197
2012/09/28,13,6193
2012/09/28,14,6139
2012/09/28,15,6087
2012/09/28,16,6035
2012/09/28,17,5964
2012/09/28,18,5894
2012/09/28,19,6081
2012/09/28,20,6021
2012/09/28,21,5761
2012/09/28,22,5380
2012/09/28,23,4899
2012/09/28,24,4518
2012/09/29,1,4258
2012/09/29,2,4101
2012/09/29,3,4004
2012/09/29,4,3979
2012/09/29,5,4048
2012/09/29,6,4246
2012/09/29,7,4465
2012/09/29,8,4817
2012/09/29,9,5148
2012/09/29,10,5360
2012/09/29,11,5478
2012/09/29,12,5484
2012/09/29,13,5440
2012/09/29,14,5389
2012/09/29,15,5334
2012/09/29,16,5322
2012/09/29,17,5353
2012/09/29,18,5398
2012/09/29,19,5548
2012/09/29,20,5457
2012/09/29,21,5246
2012/09/29,22,4973
2012/09/29,23,4627
2012/09/29,24,4322
2012/09/30,1,4100
2012/09/30,2,3964
2012/09/30,3,3879
2012/09/30,4,3849
2012/09/30,5,3880
2012/09/30,6,4001
2012/09/30,7,4125
2012/09/30,8,4406
2012/09/30,9,4721
2012/09/30,10,4987
2012/09/30,11,5159
2012/09/30,12,5244
2012/09/30,13,5239
2012/09/30,14,5226
2012/09/30,15,5235
2012/09/30,16,5292
2012/09/30,17,5378
2012/09/30,18,5479
2012/09/30,19,5676
2012/09/30,20,5614
2012/09/30,21,5411
2012/09/30,22,5075
2012/09/30,23,4691
2012/09/30,24,4342
2012/10/01,1,4145
2012/10/01,2,4045
2012/10/01,3,4004
2012/10/01,4,4044
2012/10/01,5,4291
2012/10/01,6,4871
2012/10/01,7,5532
2012/10/01,8,5785
2012/10/01,9,5991
2012/10/01,10,6172
2012/10/01,11,6328
2012/10/01,12,6374
2012/10/01,13,6371
2012/10/01,14,6323
2012/10/01,15,6299
2012/10/01,16,6299
2012/10/01,17,6278
2012/10/01,18,6264
2012/10/01,19,6484
2012/10/01,20,6368
2012/10/01,21,5988
2012/10/01,22,5552
2012/10/01,23,5026
2012/10/01,24,4592
2012/10/02,1,4402
2012/10/02,2,4244
2012/10/02,3,4174
2012/10/02,4,4224
2012/10/02,5,4425
2012/10/02,6,5010
2012/10/02,7,5706
2012/10/02,8,5916
2012/10/02,9,6026
2012/10/02,10,6218
2012/10/02,11,6296
2012/10/02,12,6340
2012/10/02,13,6414
2012/10/02,14,6398
2012/10/02,15,6396
2012/10/02,16,6417
2012/10/02,17,6384
2012/10/02,18,6275
2012/10/02,19,6479
2012/10/02,20,6381
2012/10/02,21,6083
2012/10/02,22,5606
2012/10/02,23,5070
2012/10/02,24,4704
2012/10/03,1,4463
2012/10/03,2,4283
2012/10/03,3,4255
2012/10/03,4,4276
2012/10/03,5,4495
2012/10/03,6,5050
2012/10/03,7,5745
2012/10/03,8,6002
2012/10/03,9,6179
2012/10/03,10,6363
2012/10/03,11,6426
2012/10/03,12,6434
2012/10/03,13,6415
2012/10/03,14,6424
2012/10/03,15,6423
2012/10/03,16,6482
2012/10/03,17,6453
2012/10/03,18,6432
2012/10/03,19,6599
2012/10/03,20,6463
2012/10/03,21,6175
2012/10/03,22,5723
2012/10/03,23,5180
2012/10/03,24,4758
2012/10/04,1,4488
2012/10/04,2,4331
2012/10/04,3,4257
2012/10/04,4,4268
2012/10/04,5,4439
2012/10/04,6,5064
2012/10/04,7,5749
2012/10/04,8,5985
2012/10/04,9,6169
2012/10/04,10,6331
2012/10/04,11,6455
2012/10/04,12,6513
2012/10/04,13,6584
2012/10/04,14,6543
2012/10/04,15,6472
2012/10/04,16,6454
2012/10/04,17,6390
2012/10/04,18,6299
2012/10/04,19,6480
2012/10/04,20,6362
2012/10/04,21,6080
2012/10/04,22,5631
2012/10/04,23,5079
2012/10/04,24,4667
2012/10/05,1,4408
2012/10/05,2,4263
2012/10/05,3,4189
2012/10/05,4,4210
2012/10/05,5,4404
2012/10/05,6,4945
2012/10/05,7,5651
2012/10/05,8,5886
2012/10/05,9,6065
2012/10/05,10,6204
2012/10/05,11,6256
2012/10/05,12,6240
2012/10/05,13,6219
2012/10/05,14,6125
2012/10/05,15,6033
2012/10/05,16,5960
2012/10/05,17,5912
2012/10/05,18,5952
2012/10/05,19,6094
2012/10/05,20,5955
2012/10/05,21,5685
2012/10/05,22,5297
2012/10/05,23,4854
2012/10/05,24,4468
2012/10/06,1,4194
2012/10/06,2,4022
2012/10/06,3,3931
2012/10/06,4,3898
2012/10/06,5,3957
2012/10/06,6,4129
2012/10/06,7,4328
2012/10/06,8,4618
2012/10/06,9,4951
2012/10/06,10,5169
2012/10/06,11,5290
2012/10/06,12,5303
2012/10/06,13,5246
2012/10/06,14,5183
2012/10/06,15,5111
2012/10/06,16,5131
2012/10/06,17,5187
2012/10/06,18,5265
2012/10/06,19,5424
2012/10/06,20,5331
2012/10/06,21,5161
2012/10/06,22,4910
2012/10/06,23,4603
2012/10/06,24,4304
2012/10/07,1,4092
2012/10/07,2,3940
2012/10/07,3,3858
2012/10/07,4,3831
2012/10/07,5,3864
2012/10/07,6,3974
2012/10/07,7,4119
2012/10/07,8,4395
2012/10/07,9,4749
2012/10/07,10,5017
2012/10/07,11,5170
2012/10/07,12,5223
2012/10/07,13,5207
2012/10/07,14,5165
2012/10/07,15,5131
2012/10/07,16,5156
2012/10/07,17,5183
2012/10/07,18,5196
2012/10/07,19,5273
2012/10/07,20,5187
2012/10/07,21,5068
2012/10/07,22,4873
2012/10/07,23,4598
2012/10/07,24,4328
2012/10/08,1,4108
2012/10/08,2,3980
2012/10/08,3,3917
2012/10/08,4,3902
2012/10/08,5,3962
2012/10/08,6,4115
2012/10/08,7,4239
2012/10/08,8,4447
2012/10/08,9,4746
2012/10/08,10,4973
2012/10/08,11,5137
2012/10/08,12,5208
2012/10/08,13,5156
2012/10/08,14,5071
2012/10/08,15,5022
2012/10/08,16,5041
2012/10/08,17,5101
2012/10/08,18,5214
2012/10/08,19,5527
2012/10/08,20,5495
2012/10/08,21,5341
2012/10/08,22,5041
2012/10/08,23,4663
2012/10/08,24,4359
2012/10/09,1,4172
2012/10/09,2,4075
2012/10/09,3,4038
2012/10/09,4,4085
2012/10/09,5,4341
2012/10/09,6,4940
2012/10/09,7,5661
2012/10/09,8,5954
2012/10/09,9,6112
2012/10/09,10,6219
2012/10/09,11,6280
2012/10/09,12,6280
2012/10/09,13,6266
2012/10/09,14,6213
2012/10/09,15,6160
2012/10/09,16,6164
2012/10/09,17,6171
2012/10/09,18,6293
2012/10/09,19,6509
2012/10/09,20,6386
2012/10/09,21,6081
2012/10/09,22,5645
2012/10/09,23,5144
2012/10/09,24,4752
2012/10/10,1,4538
2012/10/10,2,4416
2012/10/10,3,4342
2012/10/10,4,4358
2012/10/10,5,4582
2012/10/10,6,5160
2012/10/10,7,5876
2012/10/10,8,6127
2012/10/10,9,6295
2012/10/10,10,6398
2012/10/10,11,6412
2012/10/10,12,6323
2012/10/10,13,6316
2012/10/10,14,6285
2012/10/10,15,6259
2012/10/10,16,6303
2012/10/10,17,6382
2012/10/10,18,6460
2012/10/10,19,6608
2012/10/10,20,6497
2012/10/10,21,6218
2012/10/10,22,5765
2012/10/10,23,5286
2012/10/10,24,4870
2012/10/11,1,4646
2012/10/11,2,4489
2012/10/11,3,4423
2012/10/11,4,4462
2012/10/11,5,4704
2012/10/11,6,5302
2012/10/11,7,5956
2012/10/11,8,6112
2012/10/11,9,6267
2012/10/11,10,6388
2012/10/11,11,6419
2012/10/11,12,6416
2012/10/11,13,6398
2012/10/11,14,6354
2012/10/11,15,6305
2012/10/11,16,6359
2012/10/11,17,6391
2012/10/11,18,6484
2012/10/11,19,6589
2012/10/11,20,6442
2012/10/11,21,6139
2012/10/11,22,5707
2012/10/11,23,5207
2012/10/11,24,4786
2012/10/12,1,4546
2012/10/12,2,4401
2012/10/12,3,4341
2012/10/12,4,4372
2012/10/12,5,4604
2012/10/12,6,5192
2012/10/12,7,5832
2012/10/12,8,6014
2012/10/12,9,6101
2012/10/12,10,6165
2012/10/12,11,6222
2012/10/12,12,6194
2012/10/12,13,6165
2012/10/12,14,6092
2012/10/12,15,6032
2012/10/12,16,6008
2012/10/12,17,6009
2012/10/12,18,6083
2012/10/12,19,6307
2012/10/12,20,6212
2012/10/12,21,5999
2012/10/12,22,5634
2012/10/12,23,5168
2012/10/12,24,4766
2012/10/13,1,4507
2012/10/13,2,4368
2012/10/13,3,4295
2012/10/13,4,4295
2012/10/13,5,4374
2012/10/13,6,4591
2012/10/13,7,4848
2012/10/13,8,5126
2012/10/13,9,5379
2012/10/13,10,5528
2012/10/13,11,5621
2012/10/13,12,5637
2012/10/13,13,5623
2012/10/13,14,5581
2012/10/13,15,5553
2012/10/13,16,5605
2012/10/13,17,5716
2012/10/13,18,5885
2012/10/13,19,5875
2012/10/13,20,5718
2012/10/13,21,5504
2012/10/13,22,5226
2012/10/13,23,4867
2012/10/13,24,4553
2012/10/14,1,4312
2012/10/14,2,4126
2012/10/14,3,4031
2012/10/14,4,3979
2012/10/14,5,4009
2012/10/14,6,4133
2012/10/14,7,4347
2012/10/14,8,4625
2012/10/14,9,4974
2012/10/14,10,5211
2012/10/14,11,5381
2012/10/14,12,5431
2012/10/14,13,5417
2012/10/14,14,5393
2012/10/14,15,5368
2012/10/14,16,5456
2012/10/14,17,5669
2012/10/14,18,5808
2012/10/14,19,5885
2012/10/14,20,5736
2012/10/14,21,5496
2012/10/14,22,5157
2012/10/14,23,4757
2012/10/14,24,4428
2012/10/15,1,4222
2012/10/15,2,4115
2012/10/15,3,4067
2012/10/15,4,4106
2012/10/15,5,4342
2012/10/15,6,4930
2012/10/15,7,5710
2012/10/15,8,5944
2012/10/15,9,6145
2012/10/15,10,6277
2012/10/15,11,6313
2012/10/15,12,6343
2012/10/15,13,6360
2012/10/15,14,6321
2012/10/15,15,6279
2012/10/15,16,6297
2012/10/15,17,6353
2012/10/15,18,6543
2012/10/15,19,6638
2012/10/15,20,6466
2012/10/15,21,6179
2012/10/15,22,5739
2012/10/15,23,5208
2012/10/15,24,4794
2012/10/16,1,4579
2012/10/16,2,4442
2012/10/16,3,4367
2012/10/16,4,4400
2012/10/16,5,4631
2012/10/16,6,5247
2012/10/16,7,5934
2012/10/16,8,6080
2012/10/16,9,6171
2012/10/16,10,6232
2012/10/16,11,6258
2012/10/16,12,6227
2012/10/16,13,6223
2012/10/16,14,6132
2012/10/16,15,6115
2012/10/16,16,6153
2012/10/16,17,6171
2012/10/16,18,6298
2012/10/16,19,6521
2012/10/16,20,6392
2012/10/16,21,6099
2012/10/16,22,5676
2012/10/16,23,5167
2012/10/16,24,4756
2012/10/17,1,4505
2012/10/17,2,4327
2012/10/17,3,4269
2012/10/17,4,4299
2012/10/17,5,4553
2012/10/17,6,5160
2012/10/17,7,5869
2012/10/17,8,6049
2012/10/17,9,6184
2012/10/17,10,6335
2012/10/17,11,6453
2012/10/17,12,6365
2012/10/17,13,6365
2012/10/17,14,6302
2012/10/17,15,6259
2012/10/17,16,6279
2012/10/17,17,6279
2012/10/17,18,6428
2012/10/17,19,6563
2012/10/17,20,6411
2012/10/17,21,6126
2012/10/17,22,5666
2012/10/17,23,5160
2012/10/17,24,4739
2012/10/18,1,4514
2012/10/18,2,4380
2012/10/18,3,4321
2012/10/18,4,4340
2012/10/18,5,4567
2012/10/18,6,5163
2012/10/18,7,5840
2012/10/18,8,5975
2012/10/18,9,6092
2012/10/18,10,6212
2012/10/18,11,6270
2012/10/18,12,6240
2012/10/18,13,6233
2012/10/18,14,6226
2012/10/18,15,6231
2012/10/18,16,6364
2012/10/18,17,6447
2012/10/18,18,6502
2012/10/18,19,6496
2012/10/18,20,6331
2012/10/18,21,6026
2012/10/18,22,5585
2012/10/18,23,5072
2012/10/18,24,4690
2012/10/19,1,4437
2012/10/19,2,4301
2012/10/19,3,4235
2012/10/19,4,4267
2012/10/19,5,4485
2012/10/19,6,5045
2012/10/19,7,5772
2012/10/19,8,5985
2012/10/19,9,6111
2012/10/19,10,6194
2012/10/19,11,6214
2012/10/19,12,6177
2012/10/19,13,6150
2012/10/19,14,6089
2012/10/19,15,6035
2012/10/19,16,6020
2012/10/19,17,6012
2012/10/19,18,6155
2012/10/19,19,6243
2012/10/19,20,6095
2012/10/19,21,5837
2012/10/19,22,5473
2012/10/19,23,5003
2012/10/19,24,4617
2012/10/20,1,4344
2012/10/20,2,4170
2012/10/20,3,4086
2012/10/20,4,4068
2012/10/20,5,4133
2012/10/20,6,4334
2012/10/20,7,4626
2012/10/20,8,4940
2012/10/20,9,5210
2012/10/20,10,5400
2012/10/20,11,5542
2012/10/20,12,5571
2012/10/20,13,5536
2012/10/20,14,5470
2012/10/20,15,5427
2012/10/20,16,5447
2012/10/20,17,5537
2012/10/20,18,5733
2012/10/20,19,5724
2012/10/20,20,5576
2012/10/20,21,5358
2012/10/20,22,5100
2012/10/20,23,4758
2012/10/20,24,4441
2012/10/21,1,4221
2012/10/21,2,4068
2012/10/21,3,3986
2012/10/21,4,3951
2012/10/21,5,3983
2012/10/21,6,4117
2012/10/21,7,4303
2012/10/21,8,4535
2012/10/21,9,4832
2012/10/21,10,5055
2012/10/21,11,5173
2012/10/21,12,5221
2012/10/21,13,5203
2012/10/21,14,5173
2012/10/21,15,5166
2012/10/21,16,5230
2012/10/21,17,5339
2012/10/21,18,5619
2012/10/21,19,5788
2012/10/21,20,5669
2012/10/21,21,5463
2012/10/21,22,5141
2012/10/21,23,4769
2012/10/21,24,4436
2012/10/22,1,4242
2012/10/22,2,4138
2012/10/22,3,4105
2012/10/22,4,4151
2012/10/22,5,4405
2012/10/22,6,5009
2012/10/22,7,5749
2012/10/22,8,5950
2012/10/22,9,6074
2012/10/22,10,6215
2012/10/22,11,6306
2012/10/22,12,6291
2012/10/22,13,6323
2012/10/22,14,6281
2012/10/22,15,6237
2012/10/22,16,6278
2012/10/22,17,6277
2012/10/22,18,6487
2012/10/22,19,6563
2012/10/22,20,6373
2012/10/22,21,6080
2012/10/22,22,5618
2012/10/22,23,5113
2012/10/22,24,4689
2012/10/23,1,4454
2012/10/23,2,4302
2012/10/23,3,4227
2012/10/23,4,4270
2012/10/23,5,4503
2012/10/23,6,5088
2012/10/23,7,5856
2012/10/23,8,6131
2012/10/23,9,6268
2012/10/23,10,6407
2012/10/23,11,6477
2012/10/23,12,6480
2012/10/23,13,6491
2012/10/23,14,6440
2012/10/23,15,6444
2012/10/23,16,6541
2012/10/23,17,6598
2012/10/23,18,6698
2012/10/23,19,6634
2012/10/23,20,6438
2012/10/23,21,6137
2012/10/23,22,5703
2012/10/23,23,5179
2012/10/23,24,4775
2012/10/24,1,4556
2012/10/24,2,4407
2012/10/24,3,4340
2012/10/24,4,4373
2012/10/24,5,4605
2012/10/24,6,5198
2012/10/24,7,5937
2012/10/24,8,6160
2012/10/24,9,6250
2012/10/24,10,6347
2012/10/24,11,6445
2012/10/24,12,6449
2012/10/24,13,6467
2012/10/24,14,6409
2012/10/24,15,6394
2012/10/24,16,6448
2012/10/24,17,6508
2012/10/24,18,6684
2012/10/24,19,6651
2012/10/24,20,6473
2012/10/24,21,6180
2012/10/24,22,5714
2012/10/24,23,5194
2012/10/24,24,4791
2012/10/25,1,4532
2012/10/25,2,4399
2012/10/25,3,4329
2012/10/25,4,4358
2012/10/25,5,4590
2012/10/25,6,5181
2012/10/25,7,5913
2012/10/25,8,6124
2012/10/25,9,6220
2012/10/25,10,6316
2012/10/25,11,6355
2012/10/25,12,6361
2012/10/25,13,6387
2012/10/25,14,6351
2012/10/25,15,6287
2012/10/25,16,6274
2012/10/25,17,6234
2012/10/25,18,6389
2012/10/25,19,6485
2012/10/25,20,6306
2012/10/25,21,6026
2012/10/25,22,5597
2012/10/25,23,5073
2012/10/25,24,4667
2012/10/26,1,4410
2012/10/26,2,4246
2012/10/26,3,4176
2012/10/26,4,4203
2012/10/26,5,4420
2012/10/26,6,4983
2012/10/26,7,5700
2012/10/26,8,5887
2012/10/26,9,6031
2012/10/26,10,6186
2012/10/26,11,6248
2012/10/26,12,6190
2012/10/26,13,6183
2012/10/26,14,6138
2012/10/26,15,6123
2012/10/26,16,6148
2012/10/26,17,6238
2012/10/26,18,6329
2012/10/26,19,6236
2012/10/26,20,6084
2012/10/26,21,5819
2012/10/26,22,5477
2012/10/26,23,5016
2012/10/26,24,4620
2012/10/27,1,4364
2012/10/27,2,4207
2012/10/27,3,4117
2012/10/27,4,4099
2012/10/27,5,4170
2012/10/27,6,4381
2012/10/27,7,4712
2012/10/27,8,5077
2012/10/27,9,5410
2012/10/27,10,5653
2012/10/27,11,5793
2012/10/27,12,5817
2012/10/27,13,5774
2012/10/27,14,5698
2012/10/27,15,5685
2012/10/27,16,5703
2012/10/27,17,5735
2012/10/27,18,5845
2012/10/27,19,5818
2012/10/27,20,5639
2012/10/27,21,5433
2012/10/27,22,5160
2012/10/27,23,4838
2012/10/27,24,4525
2012/10/28,1,4296
2012/10/28,2,4137
2012/10/28,3,4037
2012/10/28,4,4010
2012/10/28,5,4061
2012/10/28,6,4207
2012/10/28,7,4425
2012/10/28,8,4672
2012/10/28,9,5022
2012/10/28,10,5328
2012/10/28,11,5523
2012/10/28,12,5611
2012/10/28,13,5612
2012/10/28,14,5597
2012/10/28,15,5635
2012/10/28,16,5741
2012/10/28,17,5901
2012/10/28,18,6109
2012/10/28,19,6049
2012/10/28,20,5907
2012/10/28,21,5688
2012/10/28,22,5349
2012/10/28,23,4985
2012/10/28,24,4648
2012/10/29,1,4435
2012/10/29,2,4331
2012/10/29,3,4291
2012/10/29,4,4345
2012/10/29,5,4601
2012/10/29,6,5205
2012/10/29,7,5982
2012/10/29,8,6262
2012/10/29,9,6393
2012/10/29,10,6543
2012/10/29,11,6576
2012/10/29,12,6585
2012/10/29,13,6616
2012/10/29,14,6622
2012/10/29,15,6633
2012/10/29,16,6717
2012/10/29,17,6811
2012/10/29,18,6947
2012/10/29,19,6887
2012/10/29,20,6663
2012/10/29,21,6329
2012/10/29,22,5838
2012/10/29,23,5315
2012/10/29,24,4838
2012/10/30,1,4556
2012/10/30,2,4443
2012/10/30,3,4424
2012/10/30,4,4434
2012/10/30,5,4600
2012/10/30,6,5158
2012/10/30,7,5855
2012/10/30,8,6061
2012/10/30,9,6193
2012/10/30,10,6318
2012/10/30,11,6360
2012/10/30,12,6361
2012/10/30,13,6365
2012/10/30,14,6279
2012/10/30,15,6261
2012/10/30,16,6299
2012/10/30,17,6418
2012/10/30,18,6615
2012/10/30,19,6546
2012/10/30,20,6372
2012/10/30,21,6107
2012/10/30,22,5671
2012/10/30,23,5150
2012/10/30,24,4758
2012/10/31,1,4519
2012/10/31,2,4419
2012/10/31,3,4339
2012/10/31,4,4396
2012/10/31,5,4615
2012/10/31,6,5193
2012/10/31,7,5945
2012/10/31,8,6143
2012/10/31,9,6244
2012/10/31,10,6337
2012/10/31,11,6417
2012/10/31,12,6384
2012/10/31,13,6398
2012/10/31,14,6355
2012/10/31,15,6358
2012/10/31,16,6420
2012/10/31,17,6492
2012/10/31,18,6578
2012/10/31,19,6486
2012/10/31,20,6349
2012/10/31,21,6091
2012/10/31,22,5687
2012/10/31,23,5197
2012/10/31,24,4785
2012/11/01,1,4563
2012/11/01,2,4435
2012/11/01,3,4405
2012/11/01,4,4457
2012/11/01,5,4692
2012/11/01,6,5246
2012/11/01,7,6019
2012/11/01,8,6253
2012/11/01,9,6328
2012/11/01,10,6421
2012/11/01,11,6468
2012/11/01,12,6464
2012/11/01,13,6460
2012/11/01,14,6390
2012/11/01,15,6366
2012/11/01,16,6409
2012/11/01,17,6508
2012/11/01,18,6707
2012/11/01,19,6683
2012/11/01,20,6515
2012/11/01,21,6238
2012/11/01,22,5815
2012/11/01,23,5285
2012/11/01,24,4885
2012/11/02,1,4634
2012/11/02,2,4497
2012/11/02,3,4439
2012/11/02,4,4475
2012/11/02,5,4693
2012/11/02,6,5255
2012/11/02,7,5997
2012/11/02,8,6197
2012/11/02,9,6289
2012/11/02,10,6378
2012/11/02,11,6421
2012/11/02,12,6400
2012/11/02,13,6382
2012/11/02,14,6311
2012/11/02,15,6264
2012/11/02,16,6268
2012/11/02,17,6312
2012/11/02,18,6553
2012/11/02,19,6536
2012/11/02,20,6386
2012/11/02,21,6136
2012/11/02,22,5751
2012/11/02,23,5271
2012/11/02,24,4870
2012/11/03,1,4605
2012/11/03,2,4457
2012/11/03,3,4383
2012/11/03,4,4373
2012/11/03,5,4445
2012/11/03,6,4655
2012/11/03,7,5001
2012/11/03,8,5263
2012/11/03,9,5527
2012/11/03,10,5696
2012/11/03,11,5782
2012/11/03,12,5771
2012/11/03,13,5704
2012/11/03,14,5626
2012/11/03,15,5572
2012/11/03,16,5611
2012/11/03,17,5771
2012/11/03,18,6078
2012/11/03,19,6032
2012/11/03,20,5889
2012/11/03,21,5673
2012/11/03,22,5412
2012/11/03,23,5078
2012/11/03,24,4751
2012/11/04,1,4508
2012/11/04,2,4358
2012/11/04,3,4260
2012/11/04,4,4221
2012/11/04,5,4225
2012/11/04,6,4309
2012/11/04,7,4470
2012/11/04,8,4675
2012/11/04,9,5025
2012/11/04,10,5329
2012/11/04,11,5511
2012/11/04,12,5616
2012/11/04,13,5635
2012/11/04,14,5594
2012/11/04,15,5570
2012/11/04,16,5632
2012/11/04,17,5828
2012/11/04,18,6280
2012/11/04,19,6300
2012/11/04,20,6158
2012/11/04,21,5961
2012/11/04,22,5711
2012/11/04,23,5351
2012/11/04,24,4986
2012/11/05,1,4701
2012/11/05,2,4541
2012/11/05,3,4458
2012/11/05,4,4437
2012/11/05,5,4516
2012/11/05,6,4808
2012/11/05,7,5419
2012/11/05,8,6070
2012/11/05,9,6342
2012/11/05,10,6501
2012/11/05,11,6604
2012/11/05,12,6685
2012/11/05,13,6679
2012/11/05,14,6638
2012/11/05,15,6583
2012/11/05,16,6578
2012/11/05,17,6718
2012/11/05,18,7086
2012/11/05,19,7109
2012/11/05,20,6953
2012/11/05,21,6737
2012/11/05,22,6447
2012/11/05,23,5930
2012/11/05,24,5456
2012/11/06,1,5077
2012/11/06,2,4867
2012/11/06,3,4750
2012/11/06,4,4709
2012/11/06,5,4756
2012/11/06,6,5031
2012/11/06,7,5634
2012/11/06,8,6242
2012/11/06,9,6451
2012/11/06,10,6589
2012/11/06,11,6708
2012/11/06,12,6727
2012/11/06,13,6749
2012/11/06,14,6731
2012/11/06,15,6679
2012/11/06,16,6686
2012/11/06,17,6861
2012/11/06,18,7164
2012/11/06,19,7139
2012/11/06,20,6984
2012/11/06,21,6802
2012/11/06,22,6486
2012/11/06,23,6018
2012/11/06,24,5469
2012/11/07,1,5137
2012/11/07,2,4915
2012/11/07,3,4759
2012/11/07,4,4718
2012/11/07,5,4765
2012/11/07,6,5025
2012/11/07,7,5617
2012/11/07,8,6194
2012/11/07,9,6423
2012/11/07,10,6529
2012/11/07,11,6609
2012/11/07,12,6587
2012/11/07,13,6500
2012/11/07,14,6445
2012/11/07,15,6435
2012/11/07,16,6447
2012/11/07,17,6570
2012/11/07,18,6953
2012/11/07,19,7014
2012/11/07,20,6900
2012/11/07,21,6718
2012/11/07,22,6419
2012/11/07,23,5936
2012/11/07,24,5440
2012/11/08,1,5096
2012/11/08,2,4877
2012/11/08,3,4792
2012/11/08,4,4705
2012/11/08,5,4789
2012/11/08,6,5051
2012/11/08,7,5648
2012/11/08,8,6203
2012/11/08,9,6341
2012/11/08,10,6415
2012/11/08,11,6445
2012/11/08,12,6474
2012/11/08,13,6420
2012/11/08,14,6383
2012/11/08,15,6327
2012/11/08,16,6336
2012/11/08,17,6468
2012/11/08,18,6875
2012/11/08,19,6902
2012/11/08,20,6783
2012/11/08,21,6614
2012/11/08,22,6301
2012/11/08,23,5857
2012/11/08,24,5361
2012/11/09,1,4954
2012/11/09,2,4732
2012/11/09,3,4613
2012/11/09,4,4557
2012/11/09,5,4595
2012/11/09,6,4837
2012/11/09,7,5400
2012/11/09,8,6017
2012/11/09,9,6257
2012/11/09,10,6374
2012/11/09,11,6446
2012/11/09,12,6440
2012/11/09,13,6372
2012/11/09,14,6352
2012/11/09,15,6317
2012/11/09,16,6317
2012/11/09,17,6436
2012/11/09,18,6705
2012/11/09,19,6640
2012/11/09,20,6462
2012/11/09,21,6282
2012/11/09,22,6007
2012/11/09,23,5621
2012/11/09,24,5148
2012/11/10,1,4763
2012/11/10,2,4522
2012/11/10,3,4366
2012/11/10,4,4291
2012/11/10,5,4284
2012/11/10,6,4378
2012/11/10,7,4591
2012/11/10,8,4817
2012/11/10,9,5174
2012/11/10,10,5497
2012/11/10,11,5696
2012/11/10,12,5791
2012/11/10,13,5815
2012/11/10,14,5788
2012/11/10,15,5760
2012/11/10,16,5766
2012/11/10,17,5918
2012/11/10,18,6194
2012/11/10,19,6120
2012/11/10,20,5927
2012/11/10,21,5734
2012/11/10,22,5534
2012/11/10,23,5247
2012/11/10,24,4897
2012/11/11,1,4584
2012/11/11,2,4337
2012/11/11,3,4189
2012/11/11,4,4099
2012/11/11,5,4062
2012/11/11,6,4111
2012/11/11,7,4246
2012/11/11,8,4393
2012/11/11,9,4639
2012/11/11,10,4933
2012/11/11,11,5104
2012/11/11,12,5208
2012/11/11,13,5276
2012/11/11,14,5242
2012/11/11,15,5201
2012/11/11,16,5237
2012/11/11,17,5423
2012/11/11,18,5925
2012/11/11,19,5972
2012/11/11,20,5838
2012/11/11,21,5683
2012/11/11,22,5448
2012/11/11,23,5142
2012/11/11,24,4773
2012/11/12,1,4465
2012/11/12,2,4272
2012/11/12,3,4169
2012/11/12,4,4133
2012/11/12,5,4190
2012/11/12,6,4444
