Date,Hour,Toronto
2010/09/17,7,5387
2010/09/17,8,5699
2010/09/17,9,5886
2010/09/17,10,6060
2010/09/17,11,6162
2010/09/17,12,6181
2010/09/17,13,6176
2010/09/17,14,6122
2010/09/17,15,6068
2010/09/17,16,6031
2010/09/17,17,5945
2010/09/17,18,5831
2010/09/17,19,5870
2010/09/17,20,5909
2010/09/17,21,5690
2010/09/17,22,5321
2010/09/17,23,4861
2010/09/17,24,4462
2010/09/18,1,4213
2010/09/18,2,4034
2010/09/18,3,3943
2010/09/18,4,3912
2010/09/18,5,3962
2010/09/18,6,4134
2010/09/18,7,4329
2010/09/18,8,4710
2010/09/18,9,5051
2010/09/18,10,5307
2010/09/18,11,5418
2010/09/18,12,5434
2010/09/18,13,5402
2010/09/18,14,5349
2010/09/18,15,5300
2010/09/18,16,5328
2010/09/18,17,5381
2010/09/18,18,5372
2010/09/18,19,5479
2010/09/18,20,5436
2010/09/18,21,5211
2010/09/18,22,4940
2010/09/18,23,4609
2010/09/18,24,4268
2010/09/19,1,4031
2010/09/19,2,3862
2010/09/19,3,3773
2010/09/19,4,3729
2010/09/19,5,3752
2010/09/19,6,3851
2010/09/19,7,3952
2010/09/19,8,4268
2010/09/19,9,4621
2010/09/19,10,4907
2010/09/19,11,5094
2010/09/19,12,5172
2010/09/19,13,5190
2010/09/19,14,5148
2010/09/19,15,5148
2010/09/19,16,5195
2010/09/19,17,5235
2010/09/19,18,5212
2010/09/19,19,5355
2010/09/19,20,5477
2010/09/19,21,5280
2010/09/19,22,4951
2010/09/19,23,4537
2010/09/19,24,4202
2010/09/20,1,4004
2010/09/20,2,3895
2010/09/20,3,3860
2010/09/20,4,3908
2010/09/20,5,4146
2010/09/20,6,4718
2010/09/20,7,5319
2010/09/20,8,5643
2010/09/20,9,5857
2010/09/20,10,6067
2010/09/20,11,6188
2010/09/20,12,6235
2010/09/20,13,6274
2010/09/20,14,6256
2010/09/20,15,6228
2010/09/20,16,6229
2010/09/20,17,6197
2010/09/20,18,6083
2010/09/20,19,6134
2010/09/20,20,6148
2010/09/20,21,5857
2010/09/20,22,5390
2010/09/20,23,4864
2010/09/20,24,4453
2010/09/21,1,4221
2010/09/21,2,4075
2010/09/21,3,4008
2010/09/21,4,4018
2010/09/21,5,4239
2010/09/21,6,4824
2010/09/21,7,5475
2010/09/21,8,5746
2010/09/21,9,5950
2010/09/21,10,6129
2010/09/21,11,6290
2010/09/21,12,6364
2010/09/21,13,6467
2010/09/21,14,6523
2010/09/21,15,6557
2010/09/21,16,6618
2010/09/21,17,6593
2010/09/21,18,6456
2010/09/21,19,6531
2010/09/21,20,6533
2010/09/21,21,6257
2010/09/21,22,5800
2010/09/21,23,5258
2010/09/21,24,4855
2010/09/22,1,4576
2010/09/22,2,4280
2010/09/22,3,4175
2010/09/22,4,4207
2010/09/22,5,4416
2010/09/22,6,5009
2010/09/22,7,5758
2010/09/22,8,6068
2010/09/22,9,6331
2010/09/22,10,6532
2010/09/22,11,6612
2010/09/22,12,6609
2010/09/22,13,6591
2010/09/22,14,6592
2010/09/22,15,6626
2010/09/22,16,6681
2010/09/22,17,6623
2010/09/22,18,6450
2010/09/22,19,6446
2010/09/22,20,6403
2010/09/22,21,6086
2010/09/22,22,5588
2010/09/22,23,5025
2010/09/22,24,4600
2010/09/23,1,4337
2010/09/23,2,4162
2010/09/23,3,4101
2010/09/23,4,4117
2010/09/23,5,4309
2010/09/23,6,4875
2010/09/23,7,5469
2010/09/23,8,5768
2010/09/23,9,6000
2010/09/23,10,6220
2010/09/23,11,6343
2010/09/23,12,6396
2010/09/23,13,6421
2010/09/23,14,6396
2010/09/23,15,6401
2010/09/23,16,6407
2010/09/23,17,6354
2010/09/23,18,6239
2010/09/23,19,6361
2010/09/23,20,6301
2010/09/23,21,6032
2010/09/23,22,5603
2010/09/23,23,5071
2010/09/23,24,4651
2010/09/24,1,4373
2010/09/24,2,4220
2010/09/24,3,4143
2010/09/24,4,4170
2010/09/24,5,4390
2010/09/24,6,4956
2010/09/24,7,5603
2010/09/24,8,6001
2010/09/24,9,6362
2010/09/24,10,6721
2010/09/24,11,6925
2010/09/24,12,7062
2010/09/24,13,7211
2010/09/24,14,7232
2010/09/24,15,7152
2010/09/24,16,7056
2010/09/24,17,6928
2010/09/24,18,6759
2010/09/24,19,6772
2010/09/24,20,6741
2010/09/24,21,6385
2010/09/24,22,5812
2010/09/24,23,5222
2010/09/24,24,4719
2010/09/25,1,4407
2010/09/25,2,4233
2010/09/25,3,4122
2010/09/25,4,4049
2010/09/25,5,4094
2010/09/25,6,4250
2010/09/25,7,4449
2010/09/25,8,4800
2010/09/25,9,5171
2010/09/25,10,5411
2010/09/25,11,5513
2010/09/25,12,5532
2010/09/25,13,5478
2010/09/25,14,5397
2010/09/25,15,5315
2010/09/25,16,5285
2010/09/25,17,5277
2010/09/25,18,5218
2010/09/25,19,5351
2010/09/25,20,5314
2010/09/25,21,5126
2010/09/25,22,4869
2010/09/25,23,4553
2010/09/25,24,4258
2010/09/26,1,4010
2010/09/26,2,3861
2010/09/26,3,3764
2010/09/26,4,3730
2010/09/26,5,3762
2010/09/26,6,3873
2010/09/26,7,3998
2010/09/26,8,4343
2010/09/26,9,4661
2010/09/26,10,4896
2010/09/26,11,5075
2010/09/26,12,5149
2010/09/26,13,5147
2010/09/26,14,5125
2010/09/26,15,5107
2010/09/26,16,5169
2010/09/26,17,5243
2010/09/26,18,5254
2010/09/26,19,5449
2010/09/26,20,5470
2010/09/26,21,5272
2010/09/26,22,4947
2010/09/26,23,4550
2010/09/26,24,4231
2010/09/27,1,4049
2010/09/27,2,3943
2010/09/27,3,3901
2010/09/27,4,3944
2010/09/27,5,4188
2010/09/27,6,4774
2010/09/27,7,5442
2010/09/27,8,5725
2010/09/27,9,5931
2010/09/27,10,6127
2010/09/27,11,6236
2010/09/27,12,6245
2010/09/27,13,6262
2010/09/27,14,6237
2010/09/27,15,6231
2010/09/27,16,6278
2010/09/27,17,6313
2010/09/27,18,6336
2010/09/27,19,6392
2010/09/27,20,6214
2010/09/27,21,5901
2010/09/27,22,5469
2010/09/27,23,4928
2010/09/27,24,4526
2010/09/28,1,4284
2010/09/28,2,4142
2010/09/28,3,4076
2010/09/28,4,4100
2010/09/28,5,4311
2010/09/28,6,4881
2010/09/28,7,5606
2010/09/28,8,5886
2010/09/28,9,6044
2010/09/28,10,6230
2010/09/28,11,6345
2010/09/28,12,6351
2010/09/28,13,6353
2010/09/28,14,6349
2010/09/28,15,6332
2010/09/28,16,6400
2010/09/28,17,6410
2010/09/28,18,6329
2010/09/28,19,6390
2010/09/28,20,6240
2010/09/28,21,5925
2010/09/28,22,5473
2010/09/28,23,4954
2010/09/28,24,4539
2010/09/29,1,4291
2010/09/29,2,4144
2010/09/29,3,4078
2010/09/29,4,4099
2010/09/29,5,4316
2010/09/29,6,4889
2010/09/29,7,5533
2010/09/29,8,5790
2010/09/29,9,5984
2010/09/29,10,6172
2010/09/29,11,6269
2010/09/29,12,6267
2010/09/29,13,6284
2010/09/29,14,6266
2010/09/29,15,6256
2010/09/29,16,6256
2010/09/29,17,6203
2010/09/29,18,6148
2010/09/29,19,6298
2010/09/29,20,6223
2010/09/29,21,5946
2010/09/29,22,5501
2010/09/29,23,4976
2010/09/29,24,4556
2010/09/30,1,4311
2010/09/30,2,4161
2010/09/30,3,4094
2010/09/30,4,4114
2010/09/30,5,4319
2010/09/30,6,4894
2010/09/30,7,5558
2010/09/30,8,5826
2010/09/30,9,6004
2010/09/30,10,6148
2010/09/30,11,6292
2010/09/30,12,6319
2010/09/30,13,6334
2010/09/30,14,6288
2010/09/30,15,6259
2010/09/30,16,6258
2010/09/30,17,6232
2010/09/30,18,6214
2010/09/30,19,6289
2010/09/30,20,6179
2010/09/30,21,5896
2010/09/30,22,5453
2010/09/30,23,4932
2010/09/30,24,4511
2010/10/01,1,4268
2010/10/01,2,4121
2010/10/01,3,4060
2010/10/01,4,4072
2010/10/01,5,4267
2010/10/01,6,4828
2010/10/01,7,5440
2010/10/01,8,5682
2010/10/01,9,5862
2010/10/01,10,6023
2010/10/01,11,6110
2010/10/01,12,6106
2010/10/01,13,6120
2010/10/01,14,6066
2010/10/01,15,5998
2010/10/01,16,5950
2010/10/01,17,5885
2010/10/01,18,5842
2010/10/01,19,5990
2010/10/01,20,5934
2010/10/01,21,5711
2010/10/01,22,5317
2010/10/01,23,4806
2010/10/01,24,4414
2010/10/02,1,4180
2010/10/02,2,4059
2010/10/02,3,3972
2010/10/02,4,3919
2010/10/02,5,3961
2010/10/02,6,4167
2010/10/02,7,4456
2010/10/02,8,4791
2010/10/02,9,5154
2010/10/02,10,5395
2010/10/02,11,5470
2010/10/02,12,5463
2010/10/02,13,5398
2010/10/02,14,5339
2010/10/02,15,5280
2010/10/02,16,5266
2010/10/02,17,5295
2010/10/02,18,5373
2010/10/02,19,5573
2010/10/02,20,5438
2010/10/02,21,5245
2010/10/02,22,4994
2010/10/02,23,4651
2010/10/02,24,4372
2010/10/03,1,4136
2010/10/03,2,3965
2010/10/03,3,3905
2010/10/03,4,3899
2010/10/03,5,3913
2010/10/03,6,4026
2010/10/03,7,4186
2010/10/03,8,4482
2010/10/03,9,4778
2010/10/03,10,5044
2010/10/03,11,5192
2010/10/03,12,5254
2010/10/03,13,5258
2010/10/03,14,5212
2010/10/03,15,5166
2010/10/03,16,5161
2010/10/03,17,5293
2010/10/03,18,5395
2010/10/03,19,5676
2010/10/03,20,5631
2010/10/03,21,5445
2010/10/03,22,5103
2010/10/03,23,4722
2010/10/03,24,4376
2010/10/04,1,4194
2010/10/04,2,4079
2010/10/04,3,4062
2010/10/04,4,4112
2010/10/04,5,4348
2010/10/04,6,4971
2010/10/04,7,5641
2010/10/04,8,5889
2010/10/04,9,6043
2010/10/04,10,6187
2010/10/04,11,6262
2010/10/04,12,6225
2010/10/04,13,6221
2010/10/04,14,6194
2010/10/04,15,6192
2010/10/04,16,6282
2010/10/04,17,6370
2010/10/04,18,6346
2010/10/04,19,6432
2010/10/04,20,6268
2010/10/04,21,5981
2010/10/04,22,5527
2010/10/04,23,5011
2010/10/04,24,4601
2010/10/05,1,4360
2010/10/05,2,4216
2010/10/05,3,4153
2010/10/05,4,4183
2010/10/05,5,4408
2010/10/05,6,5002
2010/10/05,7,5749
2010/10/05,8,6003
2010/10/05,9,6144
2010/10/05,10,6300
2010/10/05,11,6376
2010/10/05,12,6321
2010/10/05,13,6298
2010/10/05,14,6241
2010/10/05,15,6215
2010/10/05,16,6263
2010/10/05,17,6395
2010/10/05,18,6494
2010/10/05,19,6469
2010/10/05,20,6272
2010/10/05,21,5973
2010/10/05,22,5539
2010/10/05,23,5025
2010/10/05,24,4605
2010/10/06,1,4364
2010/10/06,2,4220
2010/10/06,3,4159
2010/10/06,4,4189
2010/10/06,5,4407
2010/10/06,6,4989
2010/10/06,7,5718
2010/10/06,8,5947
2010/10/06,9,6095
2010/10/06,10,6206
2010/10/06,11,6271
2010/10/06,12,6247
2010/10/06,13,6240
2010/10/06,14,6197
2010/10/06,15,6178
2010/10/06,16,6208
2010/10/06,17,6204
2010/10/06,18,6198
2010/10/06,19,6333
2010/10/06,20,6195
2010/10/06,21,5920
2010/10/06,22,5496
2010/10/06,23,4966
2010/10/06,24,4563
2010/10/07,1,4325
2010/10/07,2,4181
2010/10/07,3,4115
2010/10/07,4,4149
2010/10/07,5,4373
2010/10/07,6,4967
2010/10/07,7,5620
2010/10/07,8,5850
2010/10/07,9,5990
2010/10/07,10,6134
2010/10/07,11,6237
2010/10/07,12,6260
2010/10/07,13,6283
2010/10/07,14,6256
2010/10/07,15,6219
2010/10/07,16,6187
2010/10/07,17,6123
2010/10/07,18,6080
2010/10/07,19,6277
2010/10/07,20,6138
2010/10/07,21,5871
2010/10/07,22,5426
2010/10/07,23,4923
2010/10/07,24,4519
2010/10/08,1,4262
2010/10/08,2,4125
2010/10/08,3,4052
2010/10/08,4,4065
2010/10/08,5,4274
2010/10/08,6,4855
2010/10/08,7,5495
2010/10/08,8,5725
2010/10/08,9,5823
2010/10/08,10,6037
2010/10/08,11,6187
2010/10/08,12,6223
2010/10/08,13,6228
2010/10/08,14,6202
2010/10/08,15,6155
2010/10/08,16,6104
2010/10/08,17,6021
2010/10/08,18,5941
2010/10/08,19,6148
2010/10/08,20,5994
2010/10/08,21,5697
2010/10/08,22,5375
2010/10/08,23,4927
2010/10/08,24,4523
2010/10/09,1,4228
2010/10/09,2,4046
2010/10/09,3,3968
2010/10/09,4,3921
2010/10/09,5,3958
2010/10/09,6,4135
2010/10/09,7,4352
2010/10/09,8,4651
2010/10/09,9,4994
2010/10/09,10,5192
2010/10/09,11,5296
2010/10/09,12,5327
2010/10/09,13,5271
2010/10/09,14,5220
2010/10/09,15,5163
2010/10/09,16,5134
2010/10/09,17,5148
2010/10/09,18,5166
2010/10/09,19,5365
2010/10/09,20,5265
2010/10/09,21,5074
2010/10/09,22,4838
2010/10/09,23,4555
2010/10/09,24,4264
2010/10/10,1,4062
2010/10/10,2,3913
2010/10/10,3,3804
2010/10/10,4,3782
2010/10/10,5,3833
2010/10/10,6,3947
2010/10/10,7,4071
2010/10/10,8,4314
2010/10/10,9,4627
2010/10/10,10,4848
2010/10/10,11,4983
2010/10/10,12,5081
2010/10/10,13,5053
2010/10/10,14,5053
2010/10/10,15,5016
2010/10/10,16,5035
2010/10/10,17,4981
2010/10/10,18,4990
2010/10/10,19,5154
2010/10/10,20,5076
2010/10/10,21,4909
2010/10/10,22,4712
2010/10/10,23,4452
2010/10/10,24,4140
2010/10/11,1,3907
2010/10/11,2,3797
2010/10/11,3,3669
2010/10/11,4,3642
2010/10/11,5,3690
2010/10/11,6,3825
2010/10/11,7,3946
2010/10/11,8,4156
2010/10/11,9,4501
2010/10/11,10,4796
2010/10/11,11,4986
2010/10/11,12,5055
2010/10/11,13,5020
2010/10/11,14,4954
2010/10/11,15,4915
2010/10/11,16,4939
2010/10/11,17,5032
2010/10/11,18,5168
2010/10/11,19,5331
2010/10/11,20,5250
2010/10/11,21,5078
2010/10/11,22,4787
2010/10/11,23,4422
2010/10/11,24,4127
2010/10/12,1,3951
2010/10/12,2,3854
2010/10/12,3,3821
2010/10/12,4,3880
2010/10/12,5,4125
2010/10/12,6,4734
2010/10/12,7,5463
2010/10/12,8,5723
2010/10/12,9,5882
2010/10/12,10,5991
2010/10/12,11,6095
2010/10/12,12,6098
2010/10/12,13,6107
2010/10/12,14,6058
2010/10/12,15,6048
2010/10/12,16,6050
2010/10/12,17,6027
2010/10/12,18,6060
2010/10/12,19,6262
2010/10/12,20,6121
2010/10/12,21,5865
2010/10/12,22,5429
2010/10/12,23,4928
2010/10/12,24,4542
2010/10/13,1,4285
2010/10/13,2,4147
2010/10/13,3,4093
2010/10/13,4,4134
2010/10/13,5,4371
2010/10/13,6,4974
2010/10/13,7,5654
2010/10/13,8,5862
2010/10/13,9,5977
2010/10/13,10,6057
2010/10/13,11,6144
2010/10/13,12,6143
2010/10/13,13,6150
2010/10/13,14,6098
2010/10/13,15,6114
2010/10/13,16,6218
2010/10/13,17,6297
2010/10/13,18,6378
2010/10/13,19,6339
2010/10/13,20,6139
2010/10/13,21,5876
2010/10/13,22,5440
2010/10/13,23,4931
2010/10/13,24,4527
2010/10/14,1,4293
2010/10/14,2,4163
2010/10/14,3,4095
2010/10/14,4,4138
2010/10/14,5,4371
2010/10/14,6,4939
2010/10/14,7,5629
2010/10/14,8,5878
2010/10/14,9,6009
2010/10/14,10,6130
2010/10/14,11,6183
2010/10/14,12,6166
2010/10/14,13,6205
2010/10/14,14,6173
2010/10/14,15,6164
2010/10/14,16,6190
2010/10/14,17,6208
2010/10/14,18,6253
2010/10/14,19,6342
2010/10/14,20,6187
2010/10/14,21,5933
2010/10/14,22,5502
2010/10/14,23,4988
2010/10/14,24,4582
2010/10/15,1,4352
2010/10/15,2,4209
2010/10/15,3,4155
2010/10/15,4,4197
2010/10/15,5,4426
2010/10/15,6,5012
2010/10/15,7,5705
2010/10/15,8,5871
2010/10/15,9,5989
2010/10/15,10,6116
2010/10/15,11,6171
2010/10/15,12,6143
2010/10/15,13,6116
2010/10/15,14,6053
2010/10/15,15,6001
2010/10/15,16,5970
2010/10/15,17,5962
2010/10/15,18,6011
2010/10/15,19,6178
2010/10/15,20,6015
2010/10/15,21,5814
2010/10/15,22,5453
2010/10/15,23,4988
2010/10/15,24,4602
2010/10/16,1,4342
2010/10/16,2,4176
2010/10/16,3,4093
2010/10/16,4,4071
2010/10/16,5,4146
2010/10/16,6,4376
2010/10/16,7,4643
2010/10/16,8,4928
2010/10/16,9,5197
2010/10/16,10,5362
2010/10/16,11,5468
2010/10/16,12,5454
2010/10/16,13,5374
2010/10/16,14,5267
2010/10/16,15,5204
2010/10/16,16,5188
2010/10/16,17,5224
2010/10/16,18,5349
2010/10/16,19,5513
2010/10/16,20,5400
2010/10/16,21,5247
2010/10/16,22,4995
2010/10/16,23,4675
2010/10/16,24,4366
2010/10/17,1,4129
2010/10/17,2,3981
2010/10/17,3,3893
2010/10/17,4,3853
2010/10/17,5,3895
2010/10/17,6,4009
2010/10/17,7,4161
2010/10/17,8,4415
2010/10/17,9,4737
2010/10/17,10,4958
2010/10/17,11,5127
2010/10/17,12,5175
2010/10/17,13,5150
2010/10/17,14,5116
2010/10/17,15,5107
2010/10/17,16,5161
2010/10/17,17,5254
2010/10/17,18,5442
2010/10/17,19,5638
2010/10/17,20,5548
2010/10/17,21,5356
2010/10/17,22,5031
2010/10/17,23,4645
2010/10/17,24,4301
2010/10/18,1,4140
2010/10/18,2,4025
2010/10/18,3,4009
2010/10/18,4,4074
2010/10/18,5,4318
2010/10/18,6,4879
2010/10/18,7,5642
2010/10/18,8,5857
2010/10/18,9,5993
2010/10/18,10,6101
2010/10/18,11,6150
2010/10/18,12,6145
2010/10/18,13,6156
2010/10/18,14,6099
2010/10/18,15,6069
2010/10/18,16,6089
2010/10/18,17,6091
2010/10/18,18,6207
2010/10/18,19,6359
2010/10/18,20,6196
2010/10/18,21,5915
2010/10/18,22,5507
2010/10/18,23,4968
2010/10/18,24,4581
2010/10/19,1,4348
2010/10/19,2,4210
2010/10/19,3,4158
2010/10/19,4,4182
2010/10/19,5,4413
2010/10/19,6,5006
2010/10/19,7,5731
2010/10/19,8,5917
2010/10/19,9,6019
2010/10/19,10,6103
2010/10/19,11,6135
2010/10/19,12,6106
2010/10/19,13,6112
2010/10/19,14,6064
2010/10/19,15,6044
2010/10/19,16,6069
2010/10/19,17,6073
2010/10/19,18,6196
2010/10/19,19,6313
2010/10/19,20,6142
2010/10/19,21,5865
2010/10/19,22,5443
2010/10/19,23,4929
2010/10/19,24,4534
2010/10/20,1,4301
2010/10/20,2,4161
2010/10/20,3,4099
2010/10/20,4,4131
2010/10/20,5,4367
2010/10/20,6,4957
2010/10/20,7,5657
2010/10/20,8,5811
2010/10/20,9,5904
2010/10/20,10,6010
2010/10/20,11,6075
2010/10/20,12,6074
2010/10/20,13,6083
2010/10/20,14,6038
2010/10/20,15,6052
2010/10/20,16,6065
2010/10/20,17,6088
2010/10/20,18,6248
2010/10/20,19,6314
2010/10/20,20,6147
2010/10/20,21,5872
2010/10/20,22,5459
2010/10/20,23,4961
2010/10/20,24,4539
2010/10/21,1,4311
2010/10/21,2,4176
2010/10/21,3,4104
2010/10/21,4,4137
2010/10/21,5,4363
2010/10/21,6,4961
2010/10/21,7,5714
2010/10/21,8,5900
2010/10/21,9,6025
2010/10/21,10,6134
2010/10/21,11,6189
2010/10/21,12,6166
2010/10/21,13,6168
2010/10/21,14,6176
2010/10/21,15,6141
2010/10/21,16,6191
2010/10/21,17,6205
2010/10/21,18,6344
2010/10/21,19,6433
2010/10/21,20,6275
2010/10/21,21,6024
2010/10/21,22,5607
2010/10/21,23,5100
2010/10/21,24,4684
2010/10/22,1,4442
2010/10/22,2,4307
2010/10/22,3,4256
2010/10/22,4,4287
2010/10/22,5,4518
2010/10/22,6,5086
2010/10/22,7,5781
2010/10/22,8,5976
2010/10/22,9,6083
2010/10/22,10,6180
2010/10/22,11,6216
2010/10/22,12,6180
2010/10/22,13,6168
2010/10/22,14,6106
2010/10/22,15,6057
2010/10/22,16,6005
2010/10/22,17,5982
2010/10/22,18,6162
2010/10/22,19,6248
2010/10/22,20,6088
2010/10/22,21,5862
2010/10/22,22,5509
2010/10/22,23,5052
2010/10/22,24,4641
2010/10/23,1,4391
2010/10/23,2,4216
2010/10/23,3,4134
2010/10/23,4,4103
2010/10/23,5,4168
2010/10/23,6,4367
2010/10/23,7,4666
2010/10/23,8,4950
2010/10/23,9,5234
2010/10/23,10,5426
2010/10/23,11,5478
2010/10/23,12,5451
2010/10/23,13,5380
2010/10/23,14,5311
2010/10/23,15,5293
2010/10/23,16,5383
2010/10/23,17,5504
2010/10/23,18,5651
2010/10/23,19,5623
2010/10/23,20,5456
2010/10/23,21,5278
2010/10/23,22,5002
2010/10/23,23,4685
2010/10/23,24,4374
2010/10/24,1,4136
2010/10/24,2,4005
2010/10/24,3,3919
2010/10/24,4,3890
2010/10/24,5,3915
2010/10/24,6,4038
2010/10/24,7,4252
2010/10/24,8,4533
2010/10/24,9,4871
2010/10/24,10,5149
2010/10/24,11,5323
2010/10/24,12,5371
2010/10/24,13,5304
2010/10/24,14,5289
2010/10/24,15,5288
2010/10/24,16,5385
2010/10/24,17,5535
2010/10/24,18,5744
2010/10/24,19,5789
2010/10/24,20,5630
2010/10/24,21,5432
2010/10/24,22,5063
2010/10/24,23,4693
2010/10/24,24,4366
2010/10/25,1,4182
2010/10/25,2,4052
2010/10/25,3,4021
2010/10/25,4,4077
2010/10/25,5,4333
2010/10/25,6,4872
2010/10/25,7,5664
2010/10/25,8,5892
2010/10/25,9,6014
2010/10/25,10,6110
2010/10/25,11,6170
2010/10/25,12,6196
2010/10/25,13,6216
2010/10/25,14,6197
2010/10/25,15,6179
2010/10/25,16,6195
2010/10/25,17,6122
2010/10/25,18,6297
2010/10/25,19,6338
2010/10/25,20,6155
2010/10/25,21,5855
2010/10/25,22,5446
2010/10/25,23,4925
2010/10/25,24,4489
2010/10/26,1,4257
2010/10/26,2,4103
2010/10/26,3,4044
2010/10/26,4,4069
2010/10/26,5,4297
2010/10/26,6,4886
2010/10/26,7,5616
2010/10/26,8,5817
2010/10/26,9,5954
2010/10/26,10,6108
2010/10/26,11,6184
2010/10/26,12,6210
2010/10/26,13,6233
2010/10/26,14,6191
2010/10/26,15,6193
2010/10/26,16,6249
2010/10/26,17,6427
2010/10/26,18,6528
2010/10/26,19,6420
2010/10/26,20,6181
2010/10/26,21,5868
2010/10/26,22,5429
2010/10/26,23,4905
2010/10/26,24,4488
2010/10/27,1,4248
2010/10/27,2,4111
2010/10/27,3,4055
2010/10/27,4,4071
2010/10/27,5,4309
2010/10/27,6,4906
2010/10/27,7,5628
2010/10/27,8,5800
2010/10/27,9,5921
2010/10/27,10,6048
2010/10/27,11,6126
2010/10/27,12,6128
2010/10/27,13,6134
2010/10/27,14,6091
2010/10/27,15,6055
2010/10/27,16,6053
2010/10/27,17,6055
2010/10/27,18,6240
2010/10/27,19,6287
2010/10/27,20,6095
2010/10/27,21,5812
2010/10/27,22,5405
2010/10/27,23,4891
2010/10/27,24,4483
2010/10/28,1,4232
2010/10/28,2,4100
2010/10/28,3,4054
2010/10/28,4,4072
2010/10/28,5,4293
2010/10/28,6,4888
2010/10/28,7,5632
2010/10/28,8,5861
2010/10/28,9,5989
2010/10/28,10,6113
2010/10/28,11,6147
2010/10/28,12,6123
2010/10/28,13,6120
2010/10/28,14,6046
2010/10/28,15,6070
2010/10/28,16,6122
2010/10/28,17,6194
2010/10/28,18,6382
2010/10/28,19,6337
2010/10/28,20,6150
2010/10/28,21,5873
2010/10/28,22,5475
2010/10/28,23,4983
2010/10/28,24,4575
2010/10/29,1,4345
2010/10/29,2,4207
2010/10/29,3,4147
2010/10/29,4,4176
2010/10/29,5,4382
2010/10/29,6,4969
2010/10/29,7,5710
2010/10/29,8,5901
2010/10/29,9,6007
2010/10/29,10,6120
2010/10/29,11,6141
2010/10/29,12,6110
2010/10/29,13,6073
2010/10/29,14,6019
2010/10/29,15,5973
2010/10/29,16,5978
2010/10/29,17,6021
2010/10/29,18,6228
2010/10/29,19,6265
2010/10/29,20,6093
2010/10/29,21,5873
2010/10/29,22,5522
2010/10/29,23,5089
2010/10/29,24,4686
2010/10/30,1,4412
2010/10/30,2,4233
2010/10/30,3,4146
2010/10/30,4,4137
2010/10/30,5,4178
2010/10/30,6,4366
2010/10/30,7,4698
2010/10/30,8,4997
2010/10/30,9,5335
2010/10/30,10,5540
2010/10/30,11,5591
2010/10/30,12,5552
2010/10/30,13,5480
2010/10/30,14,5389
2010/10/30,15,5359
2010/10/30,16,5361
2010/10/30,17,5473
2010/10/30,18,5723
2010/10/30,19,5680
2010/10/30,20,5489
2010/10/30,21,5277
2010/10/30,22,5031
2010/10/30,23,4725
2010/10/30,24,4423
2010/10/31,1,4212
2010/10/31,2,4069
2010/10/31,3,3996
2010/10/31,4,3943
2010/10/31,5,3990
2010/10/31,6,4130
2010/10/31,7,4353
2010/10/31,8,4581
2010/10/31,9,4907
2010/10/31,10,5133
2010/10/31,11,5288
2010/10/31,12,5423
2010/10/31,13,5394
2010/10/31,14,5323
2010/10/31,15,5283
2010/10/31,16,5389
2010/10/31,17,5513
2010/10/31,18,5679
2010/10/31,19,5661
2010/10/31,20,5614
2010/10/31,21,5509
2010/10/31,22,5282
2010/10/31,23,4908
2010/10/31,24,4587
2010/11/01,1,4426
2010/11/01,2,4324
2010/11/01,3,4288
2010/11/01,4,4337
2010/11/01,5,4590
2010/11/01,6,5154
2010/11/01,7,5889
2010/11/01,8,6092
2010/11/01,9,6180
2010/11/01,10,6271
2010/11/01,11,6321
2010/11/01,12,6289
2010/11/01,13,6262
2010/11/01,14,6212
2010/11/01,15,6196
2010/11/01,16,6211
2010/11/01,17,6282
2010/11/01,18,6554
2010/11/01,19,6574
2010/11/01,20,6407
2010/11/01,21,6158
2010/11/01,22,5744
2010/11/01,23,5227
2010/11/01,24,4832
2010/11/02,1,4600
2010/11/02,2,4477
2010/11/02,3,4428
2010/11/02,4,4458
2010/11/02,5,4687
2010/11/02,6,5277
2010/11/02,7,6023
2010/11/02,8,6170
2010/11/02,9,6222
2010/11/02,10,6282
2010/11/02,11,6310
2010/11/02,12,6273
2010/11/02,13,6247
2010/11/02,14,6184
2010/11/02,15,6163
2010/11/02,16,6204
2010/11/02,17,6277
2010/11/02,18,6527
2010/11/02,19,6543
2010/11/02,20,6362
2010/11/02,21,6130
2010/11/02,22,5710
2010/11/02,23,5207
2010/11/02,24,4816
2010/11/03,1,4592
2010/11/03,2,4471
2010/11/03,3,4431
2010/11/03,4,4469
2010/11/03,5,4694
2010/11/03,6,5293
2010/11/03,7,6029
2010/11/03,8,6177
2010/11/03,9,6221
2010/11/03,10,6252
2010/11/03,11,6274
2010/11/03,12,6234
2010/11/03,13,6208
2010/11/03,14,6149
2010/11/03,15,6135
2010/11/03,16,6195
2010/11/03,17,6303
2010/11/03,18,6556
2010/11/03,19,6481
2010/11/03,20,6301
2010/11/03,21,6048
2010/11/03,22,5620
2010/11/03,23,5104
2010/11/03,24,4720
2010/11/04,1,4502
2010/11/04,2,4360
2010/11/04,3,4309
2010/11/04,4,4336
2010/11/04,5,4576
2010/11/04,6,5159
2010/11/04,7,5918
2010/11/04,8,6108
2010/11/04,9,6202
2010/11/04,10,6276
2010/11/04,11,6304
2010/11/04,12,6295
2010/11/04,13,6295
2010/11/04,14,6241
2010/11/04,15,6228
2010/11/04,16,6265
2010/11/04,17,6359
2010/11/04,18,6585
2010/11/04,19,6498
