DATE,COMP,HE01,HE02,HE03,HE04,HE05,HE06,HE07,HE08,HE09,HE10,HE11,HE12,HE13,HE14,HE15,HE16,HE17,HE18,HE19,HE20,HE21,HE22,HE23,HE24
39814,PS,5175.49,4943.498,4803.426,4702.077,4675.202,4748.963,4847.192,4795.591,4770.696,4888.074,5012.69,5067.421,5090.544,5088.848,5050.257,5065.489,5282.768,5860.619,5888.124,5846.338,5776.741,5647.596,5435.247,5123.929
39815,PS,4793.562,4593.439,4490.609,4455.086,4474.275,4653.099,4922.278,5167.384,5334.469,5533.099,5654.022,5722.828,5729.762,5719.092,5668.422,5612.323,5761.189,6215.545,6181.858,6060.185,5940.26,5751.05,5463.978,5116.194
39816,PS,4801.289,4569.491,4419.839,4366.31,4375.768,4420.739,4581.598,4650.968,4824.241,4918.397,5029.582,5037.996,5006.69,4966.964,4927.993,4916.458,5140.446,5707.889,5774.211,5725.784,5679.398,5547.248,5349.758,5060.069
39817,PS,4744.153,4535.414,4406.292,4348.298,4338.727,4402.35,4499.638,4521.424,4577.745,4714.455,4787.901,4822.173,4821.278,4796.161,4791.087,4796.607,5024.979,5560.295,5627.414,5634.931,5542.087,5324.867,5022.616,4641.27
39818,PS,4337.682,4185.164,4091.025,4078.485,4156.382,4403.856,4937.057,5395.752,5499.263,5596.24,5675.583,5681.008,5669.077,5645.028,5593.736,5581.439,5769.131,6229.277,6184.085,6097.175,5954.201,5701.903,5275.412,4829.539
39819,PS,4540.934,4368.898,4284.571,4268.543,4325.573,4596.939,5118.561,5601.868,5690.332,5789.734,5872.254,5920.825,5904.553,5893.859,5905.228,5937.203,6165.368,6470.58,6420.628,6312.396,6158.905,5879.092,5481.125,5031.686
39820,PS,4659.543,4480.327,4391.169,4360.296,4403.757,4645.863,5124.123,5664.795,5846.656,5946.647,6042.248,6069.518,6050.028,6020.605,5979.873,5940.114,6158.248,6387.309,6323.268,6181.847,6029.05,5763.441,5298.28,4905.708
39821,PS,4690.168,4500.881,4409.375,4392.223,4443.013,4690.599,5214.496,5614.585,5620.379,5724.587,5814.146,5812.109,5776.832,5743.366,5709.325,5722.589,5883.644,6306.372,6320.67,6230.402,6107.838,5861.958,5543.829,5141.417
39822,PS,4783.901,4605.894,4520.045,4508.172,4585.591,4824.063,5318.139,5725.823,5758.955,5805.845,5876.212,5878.705,5841.74,5850.187,5812.707,5784.933,5917.44,6260.16,6237.665,6129.458,5991.133,5796.943,5535.92,5164.241
39823,PS,4818.695,4646.693,4521.92,4460.739,4469.074,4533.905,4686.888,4825.303,4990.672,5221.28,5386.217,5427.966,5404.764,5369.967,5367.723,5429.181,5625.538,5937.034,5990.833,5896.916,5773.671,5591.826,5354.884,5028.671
39824,PS,4730.496,4529.865,4423.699,4336.65,4301.653,4360.226,4466.113,4548.141,4620.785,4801.426,4929.001,5021.438,5035.634,4994.358,4960.366,4951.05,5133.424,5682.346,5783.16,5752.29,5645.976,5464.074,5261.613,4926.121
39825,PS,4675.203,4552.211,4478.987,4485.239,4574.22,4844.324,5380.988,5826.428,5867.462,5918.536,5935.92,5919.508,5856.502,5824.961,5754.269,5739.907,5877.207,6324.775,6368.574,6270.546,6153.202,5888.695,5523.14,5105.552
39826,PS,4740.412,4598.467,4514.412,4500.21,4578.448,4851.006,5381.256,5798.863,5878.661,5920.674,5956.195,5952.477,5882.132,5883.273,5838.432,5846.19,5989.706,6315.823,6278.393,6172.204,6001.089,5752.193,5346.054,4913.438
39827,PS,4631.695,4504.455,4458.508,4483.53,4581.587,4878.558,5477.074,5908.416,5972.302,6052.216,6101.071,6071.43,6008.736,5993.292,5938.602,5955.138,6079.52,6517.938,6582.57,6490.391,6348.995,6076.265,5687.048,5264.465
39828,PS,4959.142,4806.032,4738.284,4713.881,4792.459,5026.961,5560.808,6065.307,6124.475,6253.997,6312.059,6274.126,6205.591,6152.75,6118.161,6153.133,6267.865,6713.409,6764.057,6646.256,6521.735,6289.242,5896.384,5504.558
39829,PS,5152.817,5030.262,4950.164,4942.647,5023.785,5262.864,5797.96,6195.442,6249.899,6350.651,6360.426,6322.946,6259.615,6223.714,6179.083,6143.188,6249.462,6673.846,6734.667,6627.658,6497.578,6286.06,5982.828,5650.11
39830,PS,5359.732,5201.367,5111.306,5051.072,5069.118,5141.161,5296.115,5411.29,5599.399,5715.292,5780.778,5735.821,5644.07,5529.516,5516.058,5543.683,5699.063,6110.525,6173.342,6075.56,5977.93,5821.682,5593.397,5291.771
39831,PS,4949.596,4767.398,4613.131,4569.672,4512.997,4551.099,4621.983,4657.395,4818.364,5042.494,5214.996,5259.797,5173.172,5090.719,5094.664,5136.883,5297.184,5670.722,5701.256,5652.175,5574.67,5423.121,5178.478,4879.166
39832,PS,4660.795,4521.808,4463.215,4458.89,4511.26,4713.894,5060.016,5346.34,5561.227,5745.427,5851.108,5876.755,5846.321,5835.531,5814.446,5788.058,5947.548,6329.195,6320.583,6230.154,6061.509,5820.041,5485.108,5090.498
39833,PS,4831.417,4698.588,4639.661,4640.296,4725.311,4985.381,5507.642,5947.451,6042.997,6132.378,6164.664,6090.179,5957.894,5958.615,5906.514,5876.74,5994.691,6417.833,6495.363,6437.418,6285.005,6057.253,5689.721,5301.994
39834,PS,5022.415,4889.591,4788.537,4796.858,4860.905,5132.86,5675.24,6099.38,6068.509,6110.539,6120.243,6087.797,6037.734,6034.624,5972.535,5956.161,6053.674,6475.291,6550.818,6467.821,6351.792,6078.881,5737.59,5336.379
39835,PS,4924.042,4776.422,4718.362,4690.211,4758.187,4989.945,5541.064,5923.218,6038.484,6102.274,6088.924,6039.833,5990.596,5950.451,5858.49,5786.86,5857.174,6220.545,6308.661,6234.538,6109.177,5852.059,5435.243,5038.609
39836,PS,4760.624,4622.185,4539.892,4521.509,4589.497,4821.874,5346.459,5740.52,5786.788,5791.018,5787.823,5719.752,5619.806,5553.44,5483.962,5425.794,5498.931,5864.892,5876.184,5763.576,5624.047,5396.721,5086.041,4739.637
39837,PS,4314.242,4147.224,4025.377,3965.306,3963.022,4059.721,4230.431,4411.79,4749.656,5021.39,5160.843,5193.211,5117.095,5020.915,4949.636,4925.383,5089.097,5560.435,5743.301,5712.214,5648.996,5542.18,5226.981,4970.172
39838,PS,4975.36,4816.478,4734.828,4675.559,4683.709,4736.791,4850.776,4857.902,4869.427,4995.708,5069.517,5102.72,5101.788,5067.77,5042.991,5090.598,5293.251,5760.418,5894.128,5836.966,5753.074,5575.692,5441.295,5131.693
39839,PS,4635.213,4496.913,4459.303,4456.276,4567.258,4804.899,5364.492,5782.258,6028.67,6118.424,6131.929,6084.688,6028.365,5986.132,5941.913,5881.408,5954.546,6341.89,6455.217,6378.626,6223.384,5954.649,5407.791,4999.374
39840,PS,4903.809,4773.776,4680.854,4677.239,4738.213,4983.676,5513.379,5972.139,5953.34,6030.072,6091.533,6086.265,6056.378,6027.712,5963.158,5929.449,6020.261,6372.19,6392.676,6300.228,6159.941,5890.661,5621.319,5242.137
39841,PS,4801.496,4668.794,4598.931,4589.92,4644.751,4862.601,5261.871,5606.833,5838.217,5993.773,6165.916,6214.69,6208.99,6170.515,6131.856,6088.88,6141.394,6353.248,6300.066,6180.286,6021.139,5748.65,5414.092,4968.261
39842,PS,4755.106,4625.66,4547.346,4536.664,4613.544,4878.559,5391.705,5767.581,5789.959,5854.027,6111.267,5835.229,5774.324,5744.277,5662.557,5635.255,5717.322,6077.197,6236.082,6179.857,6041.673,5802.933,5479.177,5089.528
39843,PS,4784.124,4640.691,4578.13,4569.769,4652.267,4921.861,5422.434,5777.336,5815.229,5830.39,5968.053,5986.345,5935.005,5877.781,5792.093,5734.013,5729.194,6038.568,6146.977,6039.149,5915.93,5734.085,5464.908,5136.132
39844,PS,4804.353,4637.745,4545.719,4505.898,4530.538,4618.884,4808.5,4897.211,5168.683,5279.379,5360.068,5373.214,5304.844,5218.45,5148.014,5112.769,5226.166,5649.425,5847.503,5788.591,5704.534,5546.108,5295.761,4946.792
39845,PS,4752.547,4560.24,4433.395,4373.208,4371.973,4418.237,4515.015,4516.782,4633.022,4748.781,4810.983,4786.08,4731.685,4674.33,4631.068,4615.933,4694.812,5111.077,5321.913,5228.524,5177.23,5042.346,4879.986,4596.183
39846,PS,4356.847,4233.136,4172.901,4170.718,4261.262,4530.733,5065.065,5436.01,5489.668,5524.58,5546.103,5510.484,5448.076,5416.804,5382.775,5357.568,5442.083,5826.324,5950.791,5881.633,5746.209,5488.792,5136.342,4752.084
39847,PS,4441.274,4321.544,4249.744,4234.924,4309.515,4572.982,5107.174,5543.305,5674.455,5776.579,5863.77,5920.817,5909.562,5937.472,5910.695,5889.075,5960.77,6270.989,6358.367,6261.087,6086.188,5819.315,5412.083,5022.059
39848,PS,4763.275,4624.293,4537.869,4539.02,4633.052,4901.515,5421.657,5777.332,5848.147,5910.754,5932.277,5913.072,5842.409,5837.391,5774.564,5746.633,5803.8,6174.988,6437.966,6325.971,6224.356,6003.331,5696.28,5313.864
39849,PS,4974.218,4868.539,4808.16,4806.457,4884.054,5139.937,5689.31,6040.991,6156.03,6198.452,6249.328,6212.507,6143.188,6105.378,6035.19,6005.112,6074.918,6406.253,6625.965,6555.652,6437.229,6186.897,5773.603,5374.95
39850,PS,5147.042,4995.506,4905.625,4875.408,4931.893,5178.5,5675.342,6055.574,6149.867,6188.121,6197.945,6117.869,6053.287,5976.357,5908.202,5798.293,5799.83,6077.917,6260.74,6146.346,6022.243,5825.575,5549.574,5204.094
39851,PS,4876.226,4721.825,4635.34,4590.931,4592.287,4673.518,4848.798,4920.208,5096.99,5265.472,5361.171,5307.715,5147.885,4972.027,4840.242,4747.737,4824.642,5171.727,5399.429,5319.619,5228.643,5073.41,4856.665,4580.473
39852,PS,4276.37,4077.164,3977.499,3911.223,3905.702,3955.167,4038.503,4037.83,4136.617,4301.516,4396.05,4458.554,4456.634,4408.918,4385.951,4385.602,4493.284,4894.814,5242.292,5237.991,5193.808,5021.744,4778.895,4471.117
39853,PS,4251.769,4133.99,4099.728,4116.039,4216.697,4506.37,5057.159,5388.938,5476.267,5529.669,5583.352,5567.717,5516.637,5499.524,5418.089,5373.654,5395.324,5711.518,5933.941,5888.498,5756.307,5493.132,5110.951,4692.856
39854,PS,4388.898,4242.052,4167.303,4165.554,4229.104,4505.047,5017.34,5447.886,5548.677,5600.126,5655.426,5624.879,5556.698,5483.461,5454.3,5440.091,5479.996,5736.643,5879.135,5789.191,5626.294,5363.942,4996.642,4590.676
39855,PS,4275.72,4128.894,4018.292,3995.717,4048.528,4300.696,4829.014,5152.976,5244.684,5291.88,5363.641,5356.01,5333.542,5319.851,5289.741,5247.229,5259.891,5499.705,5676.659,5566.603,5404.94,5152.372,4779.389,4396.999
39856,PS,4100.291,3935.808,3841.066,3806.134,3853.463,4084.685,4586.53,4951.037,5111.232,5232.626,5305.814,5322.526,5284.063,5307.96,5292.96,5279.72,5333.174,5582.961,5774.424,5695.868,5561.268,5317.128,4966.061,4607.821
39857,PS,4316.636,4150.588,4056.026,4031.521,4070.576,4305.021,4769.438,5137.449,5300.821,5391.333,5450.701,5449.87,5411.18,5387.517,5327.905,5276.018,5283.878,5483.021,5716.037,5641.505,5541.904,5348.505,5090.548,4793.406
39858,PS,4490.032,4345.648,4265.537,4236.406,4245.24,4331.048,4517.995,4561.87,4753.126,4910.595,4997.607,5030.611,4969.733,4839.382,4755.45,4809.025,4853.34,5118.754,5300.019,5251.206,5166.268,5037.855,4835.933,4587.836
39859,PS,4355.205,4201.264,4126.494,4105.538,4097.148,4163.371,4240.073,4230.582,4376.732,4500.844,4578.875,4601.923,4585.258,4525.384,4470.745,4443.201,4509.986,4822.019,5209.937,5211.071,5151.739,5045.048,4843.013,4580.768
39860,PS,4379.713,4245.154,4177.472,4177.506,4237.923,4425.546,4686.151,4849.487,5067.415,5234.648,5366.563,5343.409,5256.537,5185.347,5132.395,5088.863,5137.873,5411.926,5754.352,5723.894,5618.069,5416.334,5101.897,4741.031
39861,PS,4477.917,4346.562,4301.461,4315.463,4395.178,4683.13,5171.522,5491.058,5626.54,5690.714,5736.927,5688.43,5620.933,5573.166,5492.146,5427.877,5439.005,5660.979,5986.553,5944.196,5827.611,5593.783,5235.956,4861.159
39862,PS,4587.245,4450.788,4374.106,4366.679,4448.415,4704.093,5189.369,5512.165,5646.35,5733.933,5812.059,5814.009,5809.546,5857.647,5836.449,5852.175,5929.769,6111.673,6139.984,6014.103,5826.032,5542.543,5132.402,4731.609
39863,PS,4406.214,4235.888,4127.598,4104.584,4146.566,4366.2,4851.238,5127.506,5239.348,5347.732,5413.153,5449.001,5421.041,5399.604,5377.317,5380.333,5445.081,5703.556,5988.39,5973.575,5852.252,5660.044,5331.993,4974.627
39864,PS,4696.68,4564.522,4495.479,4498.329,4580.677,4831.438,5296.679,5623.022,5790.9,5895.635,5938.453,5946.674,5880.465,5835.775,5772.908,5726.49,5707.878,5896.397,6163.161,6073.558,5946.764,5720.949,5412.177,5066.142
39865,PS,4763.24,4593.902,4492.973,4437.08,4448.188,4527.771,4635.814,4715.335,4878.108,5025.884,5075.308,5021.906,4940.247,4807.716,4708.586,4646.841,4686.497,4939.902,5350.75,5357.21,5289.826,5169.417,5005.283,4749.185
39866,PS,4460.855,4289.103,4171.608,4111.279,4107.996,4124.478,4193.504,4215.327,4367.396,4563.993,4725.024,4786.586,4815.693,4847.971,4823.675,4866.106,4981.198,5209.69,5524.169,5506.952,5466.018,5295.219,5060.493,4780.339
39867,PS,4543.829,4408.982,4343.478,4345.779,4441.055,4683.065,5165.853,5494.704,5626.533,5728.717,5777.389,5751.975,5720.734,5700.829,5643.437,5605.361,5660.518,5877.623,6242.341,6215.013,6097.021,5841.008,5458.095,5053.356
39868,PS,4798.298,4663.445,4590.965,4592.007,4671.973,4937.47,5412.762,5768.358,5854.886,5893.88,5923.204,5900.761,5803.477,5758.812,5692.406,5618.876,5615.347,5782.936,6131.687,6088.871,5981.979,5732.57,5392.012,4993.182
39869,PS,4670.148,4529.11,4468.648,4453.178,4525.836,4783.075,5261.77,5569.656,5673.396,5713.635,5705.081,5673.558,5595.385,5561.576,5487.801,5416.434,5424.288,5593.797,5957.206,5923.35,5809.929,5577.716,5184.088,4791.125
39870,PS,4506.963,4370.959,4296.871,4293.151,4371.276,4603.931,5084.075,5425.357,5556.285,5644.931,5720.934,5691.308,5613.786,5552.833,5446.336,5381.385,5382.871,5532.221,5873.768,5803.473,5691.81,5432.979,5049,4670.432
39871,PS,4402.797,4243.418,4169.745,4145.555,4217.454,4445.477,4889.284,5204.724,5297.804,5349.95,5375.139,5373.715,5332.264,5323.783,5276.571,5246.62,5297.227,5468.833,5536.382,5431.382,5262.268,5048.277,4751.783,4417.334
39872,PS,4108.945,3928.307,3832.91,3820.015,3847.316,3958.243,4096.13,4250.428,4484.975,4664,4778.045,4787.935,4746.059,4688.977,4640.557,4659.22,4750.262,4997.748,5306.998,5275.63,5217.646,5093.42,4895.1,4648.68
39873,PS,4444.738,4231.169,4132.363,4098.804,4082.751,4153.393,4234.435,4281.549,4482.345,4667.152,4786.678,4826.971,4803.465,4775.347,4748.371,4786.949,4911.099,5179.174,5478.76,5460.919,5376.237,5252.41,5040.335,4761.425
39874,PS,4479.822,4342.955,4305.186,4313.014,4401.452,4630.257,4945.572,5224.535,5534.22,5764.145,5909.488,5973.923,6012.418,5991.025,5964.103,5911.282,5901.248,6077.704,6428.914,6390.831,6218.824,5949.284,5584.734,5225.665
39875,PS,4969.56,4847.669,4783.402,4780.94,4858.671,5128.807,5546.832,5882.375,5972.597,6058.954,6096.306,6050.597,5985.119,5936.306,5870.575,5803.337,5834.722,5954.646,6349.63,6352.65,6231.209,5982.29,5644.574,5248.146
39876,PS,4960.441,4829.537,4746.499,4737.422,4795.894,5065.177,5477.453,5833.527,5887.005,5922.243,5943.653,5902.638,5840.429,5789.673,5716.379,5643.665,5642.216,5784.842,6161.503,6163.548,6051.556,5808.445,5443.912,5078.371
39877,PS,4813.899,4686.74,4640.07,4624.626,4711.641,4969.931,5386.119,5726.962,5735.556,5743.72,5728.621,5697.071,5643.425,5540.707,5481.921,5420.378,5418.041,5511.528,5891.226,5900.835,5788.694,5557.027,5241.983,4845.762
39878,PS,4426.002,4264.264,4111.266,4141.947,4202.367,4449.168,4848.418,5201.149,5482.514,5536.493,5583.043,5537.03,5492.394,5461.829,5355.879,5267.272,5214.823,5246.015,5527.915,5506.513,5375.519,5160.838,4800.035,4461.481
39879,PS,4248.232,4072.387,3914.636,3906.316,3898.246,3984.941,4042.564,4168.297,4377.097,4547.419,4653.88,4653.051,4630.218,4563.065,4491.293,4445.199,4461.685,4571.098,4921.879,4929.396,4845.562,4696.437,4471.972,4215.846
39880,PS,3979.024,3797.622,,3691.25,3640.663,3635.055,3708.142,3734.718,3806.307,3995.437,4165.61,4267.397,4294.086,4299.772,4279.301,4297.268,4384.916,4492.813,4674.113,4912.462,4868.772,4728.27,4541.042,4206.636
39881,PS,3911.816,3745.347,3601.942,3649.07,3692.669,3928.882,4443.449,4986.506,5155.514,5315.614,5454.319,5505.28,5482.154,5470.808,5395.057,5359.049,5337.559,5300.7,5371.405,5639.086,5559.848,5323,4949.893,4538.6
39882,PS,4266.872,4080.995,3984.695,3948.504,3999.893,4237.552,4778.243,5294.009,5401.713,5478.664,5502.436,5477.471,5422.637,5396.23,5356.794,5345.334,5367.087,5442.06,5535.116,5747.904,5659.074,5413.523,5091.269,4671.129
39883,PS,4346.572,4163.733,4045.911,4018.05,4049.072,4249.178,4759.8,5256.587,5363.415,5489.515,5551.576,5537.083,5478.467,5433.697,5394.917,5335.082,5295.797,5278.942,5362.411,5536.478,5458.629,5226.749,4889.507,4499.883
39884,PS,4221.542,4066.728,3991.448,3998.644,4064.443,4329.772,4904.13,5343.183,5432.523,5524.652,5551.202,5527.787,5458.746,5410.8,5343.017,5271.92,5234.812,5219.937,5298.28,5626.134,5621.98,5449.334,5135.4,4770.015
39885,PS,4442.629,4273.814,4184.795,4168.205,4227.446,4464.874,4989.275,5431.06,5582.629,5610.247,5625.966,5573.146,5490.824,5426.227,5344.107,5242.257,5161.594,5119.165,5160.777,5512.318,5489.421,5319.495,5053.589,4741.263
39886,PS,4461.156,4263.084,4150.283,4100.947,4081.055,4155.566,4320.854,4436.246,4618.621,4753.518,4821.333,4764.973,4677.958,4560.802,4484.49,4423.191,4408.31,4460.013,4577.367,4917.76,4950.532,4853.105,4660.899,4435.853
39887,PS,4162.391,3962.506,3832.111,3772.21,3751.993,3787.663,3881.017,3939.081,4073.98,4266.841,4381.978,4448.362,4456.795,4427.376,4383.227,4352.957,4348.317,4408.646,4553.591,4895.065,4957.242,4830.658,4589.23,4279.644
39888,PS,4016.176,3887.603,3809.384,3821.547,3881.392,4153.553,4713.683,5116.611,5253.658,5328.871,5360.986,5357.489,5329.915,5337.496,5295.657,5262.925,5248.859,5270.772,5320.523,5617.097,5569.836,5327.96,4938.962,4532.585
39889,PS,4221.239,4056.414,3964.328,3947.738,3996.736,4227.535,4788.761,5202.809,5315.184,5358.031,5368.815,5343.908,5284.642,5270.082,5220.357,5162.624,5085.949,5020.962,5003.765,5319.748,5363.984,5156.549,4811.739,4439.558
39890,PS,4168.256,4014.171,3939.058,3916.204,3977.913,4224.267,4776.754,5149.912,5245.982,5293.036,5335.168,5307.24,5270.02,5253.503,5223.752,5160.661,5092.329,5015.614,4985.03,5294.313,5333.775,5076.165,4700.893,4310.407
39891,PS,3976.1,3814.413,3719.955,3683.941,3737.449,3972.651,4510.867,4939.663,5119.954,5235.721,5339.708,5389.484,5405.403,5416.875,5373.25,5346.871,5309.356,5228.733,5179.48,5439.515,5482.849,5271.981,4899.785,4499.888
39892,PS,4202.221,4029.953,3913.392,3894.291,3946.296,4195.482,4714.528,5226.968,5397.217,5477.256,5548.368,5524.64,5440.783,5387.488,5323.093,5247.945,5201.078,5128.069,5068.857,5342.382,5410.221,5232.604,4998.048,4670.157
39893,PS,4386.705,4200.025,4093.499,4058.511,4070.615,4146.649,4311.68,4385.644,4580.598,4726.056,4775.822,4755.267,4660.526,4556.084,4447.644,4377.872,4352.592,4351.205,4447.606,4816.519,4956.585,4870.158,4686.227,4435.793
39894,PS,4210.13,4038.897,3943.936,3900.543,3887.769,3947.813,4055.607,4055.922,4172.726,4300.529,4363.146,4383.719,4363.874,4296.8,4280.436,4289.691,4311.534,4337.203,4459.279,4820.595,4975.318,4864.015,4633.174,4346.08
39895,PS,4079.672,3962.164,3916.791,3924.486,4033.576,4305.651,4815.58,5256.567,5430.727,5547.528,5591.896,5571.975,5531.116,5498.507,5406.396,5336.264,5277.291,5249.56,5274.734,5620.397,5734.912,5528.265,5147.899,4755.386
39896,PS,4506.152,4357.439,4277.075,4257.613,4327.257,4570.706,5126.623,5481.052,5574.295,5632.752,5642.798,5608.787,5536.838,5486.31,5408.704,5315.594,5239.378,5172.558,5159.36,5468.113,5576.391,5371.984,5031.209,4645.782
39897,PS,4346.989,4197.201,4122.896,4106.667,4169.033,4411.421,4932.943,5277.57,5383.51,5417.585,5422.012,5393.704,5317.813,5293.715,5234.686,5167.399,5100.494,5050.566,5056.318,5366.731,5442.474,5224.127,4863.734,4469.691
39898,PS,4177.352,3992.046,3902.324,3877.305,3925.863,4154.965,4680.355,5096.229,5289.185,5425.518,5498.985,5530.803,5524.111,5510.798,5490.093,5446.267,5454.18,5461.889,5465.876,5618.762,5534.728,5279.888,4896.024,4496.359
39899,PS,4187.768,4003.627,3903.302,3867.751,3918.646,4168.801,4632.546,4978.94,5114.518,5197.359,5247.891,5265.02,5212.63,5194.679,5158.107,5064.363,4989.152,4914.69,4888.531,5100.561,5105.52,4914.71,4622.234,4309.56
39900,PS,3993.585,3799.942,3676.994,3616.546,3602.081,3679.32,3833.955,3975.34,4197.879,4437.646,4585.647,4599.271,4547.51,4475.014,4403.496,4355.046,4336.772,4357.012,4469.441,4747.743,4796.491,4657.873,4443.745,4205.137
39901,PS,4043.537,3849.168,3741.847,3687.619,3662.058,3704.269,3807.322,3896.135,3979.119,4197.184,4342.829,4450.16,4462.032,4428.613,4357.401,4340.272,4355.295,4372.882,4514.334,4792.434,4819.672,4672.645,4490.73,4179.045
39902,PS,3815.836,3682.82,3603.751,3606.899,3662.953,3913.581,4453.086,4868.646,5047.7,5163.752,5253.227,5256.189,5219.513,5202.338,5163.701,5102.783,5038.463,4994.277,4974.397,5248.631,5417.781,5189.57,4822.001,4428.093
39903,PS,4131.252,3975.887,3892.194,3851.578,3912.14,4155.676,4648.758,5002.986,5158.584,5203.968,5258.592,5253.63,5226.74,5223.716,5178.579,5131.021,5066.339,4981.045,4912.424,5159.222,5302.532,5097.974,4721.164,4336.282
39904,PS,4016.973,3849.839,3770.388,3742.248,3789.563,4018.073,4552.353,4950.152,5154.57,5256.923,5343.513,5332.599,5319.073,5356.281,5362.352,5356.309,5343.062,5393.136,5438.835,5558.765,5501.851,5233.03,4811.084,4402.819
39905,PS,4131.233,3941.142,3850.08,3804.416,3844.543,4087.326,4582.839,4990.915,5175.146,5236.31,5267.511,5287.516,5264.222,5298.386,5281.606,5227.406,5133.053,5069.433,5036.544,5278.511,5317.167,5077.165,4704.443,4322.022
39906,PS,4011.481,3837.258,3727.701,3702.807,3744.331,3968.82,4453.105,4895.979,5106.259,5270.124,5356.42,5403.531,5400.935,5396.344,5355.928,5265.673,5194.653,5087.564,4976.299,5151.905,5202.604,5009.298,4686.062,4357.21
39907,PS,4012.705,3818.755,3694.062,3646.648,3620.399,3687.083,3836.899,3956.339,4217.281,4426.275,4577.223,4595.257,4563.733,4496.982,4431.718,4363.181,4328.165,4362.941,4470.57,4736.79,4857.031,4755.38,4541.255,4276.065
39908,PS,4007.376,3809.458,3701.925,3634.406,3625.264,3665.501,3713.507,3741.438,3900.474,4046.739,4140.687,4172.223,4174.031,4145.785,4103.839,4086.698,4093.612,4136.672,4185.31,4431.295,4720.154,4595.615,4357.534,4057.439
39909,PS,3795.307,3649.85,3575.271,3579.074,3650.815,3879.684,4360.323,4812.665,5067.017,5228.441,5367.633,5427.202,5392.573,5370.646,5314.695,5296.64,5249.993,5162.054,5167.968,5325.713,5363.761,5102.237,4747.916,4365.329
39910,PS,4057.795,3885.677,3791.441,3785.976,3856.929,4095.153,4547.27,4936.64,5143.218,5277.377,5322.468,5321.371,5272.128,5252.682,5236.879,5196.554,5190.085,5177.1,5173.853,5390.944,5479.596,5280.908,4928.278,4547.546
39911,PS,4238.803,4070.502,3984.929,3955.407,4029.353,4241.876,4671.588,5055.338,5233.515,5318.955,5382.582,5377.005,5340.942,5324.565,5254.981,5177.896,5100.986,5042.024,5000.994,5190.368,5346.92,5159.184,4869.674,4503.311
39912,PS,4180.761,4010.803,3930.708,3899.062,3959.444,4219.226,4599.949,5003.063,5120.795,5186.116,5219.969,5239.347,5204.36,5188.339,5073.622,5035.157,4949.957,4858.525,4773.276,4923.465,5114.352,4943.727,4635.766,4295.738
39913,PS,3996.978,3819.226,3720.817,3687.323,3725.89,3871.653,4084.344,4290.978,4529.239,4682.475,4803.167,4832.806,4818.786,4764.39,4706.429,4629.256,4638.393,4667.523,4665.79,4805.734,4883.741,4709.96,4466.034,4175.661
39914,PS,3897.491,3713.096,3608.679,3542.86,3525.769,3604.928,3721.486,3863.235,4129.095,4396.913,4555.371,4626.276,4638.991,4615.063,4555.367,4501.832,4435.869,4386.201,4357.927,4551.814,4789.564,4700.171,4546.822,4308.464
39915,PS,4042.851,3856.648,3744.313,3687.559,3684.785,3739.063,3737.739,3778.068,3982.363,4113.044,4179.399,4170.891,4155.925,4105.608,4057.63,3971.531,3927.025,3925.331,3984.935,4270.105,4673.133,4660.47,4473.978,4190.864
39916,PS,4060.765,3956.956,3902.1,3894.301,3967.062,4203.386,4541.69,4906.651,5151.443,5266.945,5343.981,5340.866,5303.085,5284.761,5226.938,5131.469,5041.751,4984.16,4945.46,5162.241,5363.808,5156.979,4807.116,4420.228
39917,PS,4144.853,3977.563,3882.222,3853.425,3887.16,4095.57,4493.701,4905.827,5147.986,5293.496,5419.203,5460.965,5444.539,5446.354,5424.436,5381.157,5376.961,5365.506,5344.335,5496.39,5514.221,5304.801,4958.001,4590.193
39918,PS,4274.671,4104.567,4003.145,3970.272,4015.782,4223.84,4634.881,5026.88,5267.854,5416.192,5528.004,5545.964,5522.7,5493.529,5446.035,5369.177,5293.64,5223.98,5160.701,5273.576,5471.16,5276.898,4972.994,4599.531
39919,PS,4294.199,4131.292,4043.649,4027.213,4080.427,4311.458,4648.289,4986.586,5157.047,5257.089,5326.057,5335.987,5318.902,5322.342,5272.204,5212.231,5136.794,5022.831,4920.273,5025.136,5310.414,5144.887,4835.54,4469.804
39920,PS,4172.035,4021.278,3915.755,3898.682,3946.974,4167.496,4503.031,4852.714,5052.486,5164.207,5261.23,5279.881,5279.915,5292.207,5254.916,5204.778,5120.159,5012.732,4869.312,4925.311,5168.547,5020.726,4717.809,4393.111
39921,PS,4077.528,3885.226,3755.45,3701.411,3680.226,3732.664,3751.873,3907.833,4143.26,4358.828,4499.657,4561.448,4582.688,4540.92,4486.155,4475.73,4476.912,4468.295,4471.887,4581.224,4868.277,4763.703,4536.246,4242.604
39922,PS,3961.076,3772.534,3642.354,3566.329,3534.497,3558.839,3512.766,3599.151,3773.679,3973.534,4133.744,4207.87,4247.514,4252.716,4241.614,4220.598,4223.041,4251.633,4310.385,4520.926,4819.324,4679.21,4433.584,4118.688
39923,PS,3879.857,3746.013,3666.466,3648.143,3704.412,3944.606,4385.771,4864.892,5133.613,5302.248,5423.812,5493.416,5485,5503.633,5469.128,5488.166,5516.772,5539.553,5526.335,5585.689,5588.605,5307.779,4905.048,4517.902
